Wall time,Step,Value
1748356923.5859385,0,0.05429635941982269
1748357083.905762,1,0.06490793824195862
1748357241.086066,2,0.11584426462650299
1748357397.122913,3,0.12890391051769257
1748357557.2375455,4,0.14147566258907318
1748357719.942677,5,0.1451936662197113
1748357894.0687063,6,0.13042309880256653
1748358070.5394542,7,0.14070585370063782
1748358254.1161692,8,0.1305016577243805
1748358447.650141,9,0.12477555125951767
1748358649.240627,10,0.13642512261867523
1748358857.5737321,11,0.14428144693374634
1748359066.9968102,12,0.1301247626543045
1748359285.3229952,13,0.13676631450653076
1748359501.2345228,14,0.15297400951385498
1748359722.9959595,15,0.1643085926771164
1748359944.6414766,16,0.17640885710716248
1748360165.9361405,17,0.17918862402439117
1748360392.9368541,18,0.19025199115276337
1748360614.878414,19,0.18488512933254242
1748360846.4807563,20,0.1937347799539566
1748361081.5493886,21,0.20255284011363983
1748361317.4367585,22,0.2014015018939972
1748361550.7447367,23,0.20870555937290192
1748361793.8040116,24,0.21033254265785217
1748362033.1326606,25,0.21301622688770294
1748362282.726058,26,0.22026915848255157
1748362524.1506348,27,0.20684495568275452
1748362768.7786524,28,0.20796428620815277
1748363014.8728309,29,0.21854041516780853
1748363272.6509826,30,0.21027174592018127
1748363530.8089724,31,0.21222993731498718
1748363797.5903752,32,0.1986483782529831
1748364060.1798456,33,0.21045102179050446
1748364320.2096472,34,0.2042417973279953
1748364579.3682022,35,0.21084478497505188
1748364844.4955566,36,0.20537514984607697
1748365110.5616493,37,0.20314785838127136
1748365382.2361405,38,0.2190767079591751
1748365661.7173066,39,0.21113619208335876
1748365940.211987,40,0.20353339612483978
1748366231.5848775,41,0.21059231460094452
1748366532.313247,42,0.21562397480010986
1748366823.6043797,43,0.21683192253112793
1748367130.1933506,44,0.22337500751018524
1748367476.8225334,45,0.21972180902957916
1748367827.973633,46,0.21430112421512604
1748368178.0782115,47,0.2354489117860794
1748368518.462585,48,0.22210636734962463
1748368868.9145052,49,0.2298574298620224
1748369226.405092,50,0.22631198167800903
1748369592.7234013,51,0.23985978960990906
1748369977.002514,52,0.24964894354343414
1748370334.9185245,53,0.253688782453537
1748370705.5714877,54,0.25623124837875366
1748371091.4600785,55,0.2721109390258789
1748371458.5448806,56,0.25639253854751587
1748371846.0818343,57,0.35233670473098755
1748372230.9826534,58,0.2623863220214844
1748372631.4785151,59,0.34719184041023254
1748373015.6545396,60,0.3321010172367096
1748373419.6297035,61,0.41758179664611816
1748373838.67627,62,0.47674986720085144
1748374250.950932,63,0.503067672252655
1748374674.5404944,64,0.5372633934020996
1748375076.5458817,65,0.5144990682601929
1748375498.0830905,66,0.5088399648666382
1748375913.0877795,67,0.5570417046546936
1748376338.9384663,68,0.5232874155044556
1748376754.429037,69,0.5199707746505737
1748377186.581695,70,0.510185718536377
1748377611.410648,71,0.5039188265800476
1748378034.3750226,72,0.5517903566360474
1748378456.4833949,73,0.5793175101280212
1748378896.3145256,74,0.5966373682022095
1748379334.127429,75,0.6222494840621948
1748379768.6747935,76,0.6081201434135437
1748380202.9629242,77,0.5810863971710205
1748380636.7896354,78,0.6348139047622681
1748381070.3325636,79,0.6091786026954651
1748381504.7025287,80,0.6525394916534424
1748381940.427498,81,0.6275596618652344
1748382391.2791984,82,0.6056377291679382
1748382833.2423754,83,0.6354940533638
1748383289.0030668,84,0.6212587356567383
1748383737.79119,85,0.6528436541557312
1748384191.8428261,86,0.6252835392951965
1748384637.4932823,87,0.6739819645881653
1748385095.6015894,88,0.6885020136833191
1748385548.8433309,89,0.6960617899894714
1748386018.6253023,90,0.6745277047157288
1748386481.4951472,91,0.6743441820144653
1748386935.1713073,92,0.6674832701683044
1748387395.220039,93,0.6650325059890747
1748387850.2875085,94,0.6949893236160278
1748388319.4147098,95,0.6785383224487305
1748388774.0396252,96,0.6883164644241333
1748389229.9830208,97,0.683512806892395
1748389696.5128036,98,0.670805811882019
1748390162.0185363,99,0.6881487965583801
1748390628.976717,100,0.6800090670585632
1748391095.786956,101,0.6847593784332275
1748391557.8178325,102,0.6780585646629333
1748392022.5816786,103,0.6683622002601624
1748392494.5922682,104,0.712002158164978
1748392958.4784548,105,0.6896402835845947
1748393416.0606508,106,0.6888231039047241
1748393876.05991,107,0.6892904043197632
1748394341.5704784,108,0.6932125091552734
1748394810.2989535,109,0.7210148572921753
1748395274.8160853,110,0.6550868153572083
1748395748.6327312,111,0.6667333841323853
1748396215.0173538,112,0.7187348008155823
1748396685.1910334,113,0.6995533108711243
1748397163.509226,114,0.7061445116996765
1748397635.6145022,115,0.7183972597122192
1748398112.774869,116,0.7049778699874878
1748398589.988503,117,0.6909546852111816
1748399069.613517,118,0.6732773780822754
1748399539.5157633,119,0.7192983031272888
1748400018.3447826,120,0.6929941177368164
1748400491.044162,121,0.6904728412628174
1748400980.7599435,122,0.7165001630783081
1748401464.345677,123,0.70135897397995
1748401939.0030212,124,0.6762566566467285
1748402424.5401583,125,0.6855691075325012
1748402903.8155327,126,0.6834290027618408
1748403387.478999,127,0.6802945137023926
1748403870.673523,128,0.6856616139411926
1748404359.496803,129,0.6533968448638916
1748404850.7613802,130,0.6740230321884155
1748405339.4440672,131,0.7003455758094788
1748405821.337668,132,0.7294387817382812
1748406310.5554526,133,0.7266595363616943
1748406788.5533352,134,0.6934384703636169
1748407278.7729502,135,0.7385469079017639
1748407762.47933,136,0.7591571807861328
1748408252.1286774,137,0.742117166519165
1748408735.7288256,138,0.7325831055641174
1748409234.421471,139,0.752238929271698
1748409718.7405078,140,0.7373682856559753
1748410200.074194,141,0.7541264295578003
1748410692.6714282,142,0.7153142690658569
1748411197.051589,143,0.7638002634048462
1748411699.5334725,144,0.7266325354576111
1748412195.7994452,145,0.7315575480461121
1748412687.3667634,146,0.7363779544830322
1748413181.4603603,147,0.6877930760383606
1748413679.0764067,148,0.7933878898620605
1748414180.2591417,149,0.7718530893325806
1748414674.0206463,150,0.7881302237510681
1748415181.8729088,151,0.7688630819320679
1748415680.7812934,152,0.7793535590171814
1748416184.658858,153,0.7087205052375793
1748416694.795434,154,0.7381334900856018
1748417213.0098214,155,0.7558624744415283
1748417726.6758664,156,0.7457815408706665
1748418237.6449952,157,0.7602199912071228
1748418760.9345078,158,0.7000806331634521
