Wall time,Step,Value
1748519736.400528,0,0.8563357591629028
1748520227.768893,1,0.871889591217041
1748520713.5984583,2,0.8551717400550842
1748521216.0676622,3,0.8656155467033386
1748521717.905422,4,0.8592623472213745
1748522212.7519815,5,0.8662705421447754
1748522715.6225708,6,0.8656452298164368
1748523210.1519446,7,0.8577242493629456
1748523708.1584735,8,0.8791263103485107
1748524197.659081,9,0.8445402383804321
1748524686.3509288,10,0.8406587839126587
1748525171.38535,11,0.8679911494255066
1748525665.0065897,12,0.8497152924537659
1748526157.1219358,13,0.8774986267089844
1748526652.6965508,14,0.8824690580368042
1748527141.925485,15,0.8644610047340393
1748527633.7822785,16,0.8874435424804688
1748528132.2202554,17,0.8722849488258362
1748528618.7010999,18,0.8824640512466431
1748529105.6791222,19,0.8638245463371277
1748529603.7908,20,0.8546012043952942
1748530089.5974805,21,0.8618326783180237
1748530587.804381,22,0.8669336438179016
1748531062.0223947,23,0.8733913898468018
1748531557.3681164,24,0.8596203327178955
1748532055.2847977,25,0.8681206703186035
1748532540.1210442,26,0.8857418894767761
1748533027.5494628,27,0.889198362827301
1748533519.57261,28,0.8658897876739502
1748534005.867916,29,0.8728024363517761
1748534493.7701986,30,0.8658598065376282
1748534984.045221,31,0.878019392490387
1748535478.225271,32,0.8654213547706604
1748535965.999608,33,0.8831506967544556
1748536450.8810425,34,0.8588406443595886
1748536936.6753902,35,0.8548970222473145
1748537423.8259957,36,0.8805099129676819
1748537911.495948,37,0.8640340566635132
1748538398.965008,38,0.861386775970459
1748538873.4087775,39,0.874576985836029
1748539366.2743506,40,0.868026852607727
1748539863.8183768,41,0.8620619773864746
1748540352.0455399,42,0.8514422178268433
1748540842.0177476,43,0.8884827494621277
1748541337.108219,44,0.8727675080299377
1748541831.1220787,45,0.8707978129386902
1748542312.6338303,46,0.8829126358032227
1748542797.6543648,47,0.86366868019104
1748543279.2340202,48,0.8675255179405212
1748543758.5128963,49,0.8717249631881714
1748544248.1244884,50,0.9052239060401917
1748544737.6351943,51,0.8667036294937134
1748545238.5685425,52,0.8817083239555359
1748545729.4989822,53,0.8770358562469482
1748546222.2152543,54,0.8695127964019775
1748546709.3534617,55,0.8795995116233826
1748547196.910623,56,0.8807818293571472
1748547680.8427284,57,0.8695213794708252
1748548155.9545364,58,0.8750027418136597
1748548641.0759776,59,0.8739731907844543
1748549122.9164999,60,0.8890209197998047
1748549620.07039,61,0.8912078738212585
1748550114.5330932,62,0.8808886408805847
1748550592.0312676,63,0.8773453235626221
1748551074.5648215,64,0.8687982559204102
1748551561.3233168,65,0.8736282587051392
1748552037.2657244,66,0.8933085799217224
1748552516.193451,67,0.8857918977737427
1748553017.9336898,68,0.8810815811157227
1748553509.2516987,69,0.9044135808944702
1748553988.5758865,70,0.8862912654876709
1748554472.1120994,71,0.8572238087654114
1748554965.8849413,72,0.9140692949295044
1748555447.9849896,73,0.8906097412109375
1748555939.6802883,74,0.881990909576416
1748556434.7752025,75,0.8857847452163696
