Wall time,Step,Value
1747920131.393892,3,0.09924888610839844
1747920153.2779212,4,0.05301827937364578
1747920288.4456768,10,0.39729487895965576
1747920379.2908788,14,0.3932188153266907
1747920401.5210736,15,0.5436056852340698
1747920471.796854,18,0.3287815451622009
1747920494.3489277,19,0.2813115119934082
1747920516.8606808,20,0.5162864327430725
1747920564.9374557,22,0.5456218123435974
1747920587.7167695,23,0.517815351486206
1747920656.1650877,26,0.803739607334137
1747920678.9403894,27,0.09998191893100739
1747920938.1593082,38,0.2765577733516693
1747920983.90703,40,0.8403035998344421
1747921142.3628364,47,0.9697286486625671
1747921165.099737,48,0.5899840593338013
1747921188.10196,49,0.8593997955322266
1747921235.8910728,51,0.9493036270141602
1747921304.924522,54,0.9735864996910095
1747921373.4902089,57,0.9698153734207153
1747921442.5912662,60,0.9774554967880249
1747921466.3633277,61,0.9703651070594788
1747921492.1653776,62,0.9111772775650024
1747921514.8085911,63,0.9866027235984802
1747921560.6698396,65,0.8922869563102722
1747921583.1311798,66,0.9224197268486023
1747921605.8729093,67,0.9729757905006409
1747921629.1607244,68,0.9705446362495422
1747921676.7585607,70,0.9618076086044312
1747921699.7404034,71,0.8890196084976196
1747921840.4964576,77,0.9615877270698547
1747921885.5881166,79,0.9719225764274597
1747921953.8321779,82,0.9681933522224426
1747922021.609877,85,0.9713724255561829
1747922112.129262,89,0.9583773016929626
1747922345.9125457,99,0.9936100840568542
1747922438.131465,103,0.9846909642219543
1747922509.271252,106,0.9958392977714539
1747922532.4185658,107,0.9926744103431702
1747922580.896492,109,0.9900199770927429
1747922747.1962812,116,0.9669497013092041
1747922863.990664,121,0.9806792140007019
1747922960.1126337,125,0.9576340913772583
1747922982.677461,126,0.9671692252159119
1747923028.817986,128,0.9777785539627075
1747923074.0049624,130,0.9658733010292053
1747923215.291853,136,0.9828283190727234
1747923237.8124516,137,0.9875772595405579
1747923401.2930367,144,0.8918505311012268
1747923447.0950444,146,0.9815373420715332
1747923472.7448347,147,0.98968505859375
1747923540.526609,150,0.9808685779571533
1747923701.557073,157,0.8428886532783508
1747923769.7702723,160,0.9706483483314514
1747923817.4077148,162,0.7849243879318237
1747923862.7513268,164,0.9806489944458008
1747923998.2940361,170,0.9963582158088684
1747924021.4352212,171,0.9975847005844116
1747924044.0482972,172,0.950049877166748
1747924159.9212363,177,0.992984414100647
1747924251.5194058,181,0.9804350733757019
1747924319.0244238,184,0.9547792673110962
1747924342.1607006,185,0.9713795781135559
1747924364.75394,186,0.5158104300498962
1747924455.0706916,190,0.7683686017990112
1747924477.3397803,191,0.9151167273521423
1747924500.0517027,192,0.9782911539077759
1747924663.1971807,199,0.9871798753738403
1747924731.2123315,202,0.7890692353248596
1747924753.8192346,203,0.9064894318580627
1747924776.7245522,204,0.9883774518966675
1747924799.323974,205,0.9837557673454285
1747924843.7725046,207,0.991034209728241
1747924936.3194714,211,0.7929624319076538
1747924981.256269,213,0.711493968963623
1747925029.0341327,215,0.8130391240119934
1747925119.27218,219,0.9008853435516357
1747925142.3468716,220,0.9935253262519836
1747925167.3417773,221,0.8348326086997986
1747925234.5540802,224,0.996132493019104
1747925349.3437986,229,0.9864087104797363
1747925577.6279206,239,0.9180569052696228
1747925625.199012,241,0.9990841150283813
1747925693.1615145,244,0.999434769153595
1747925718.1916382,245,0.9944170117378235
1747925740.491241,246,0.9971274733543396
1747925922.6940873,254,0.9777258038520813
1747926012.7856185,258,0.9970345497131348
1747926035.5012884,259,0.6203156113624573
1747926057.775021,260,0.9992846846580505
1747926314.191179,271,0.99836266040802
1747926382.493694,274,0.9840729236602783
1747926427.529244,276,0.8124123811721802
1747926472.3572385,278,0.9990391135215759
1747926519.9193509,280,0.9969525933265686
1747926564.9005733,282,0.9963577389717102
1747926634.9921427,285,0.9912590980529785
1747926702.0331998,288,0.9986256957054138
1747926746.8112485,290,0.9399002194404602
1747926861.164446,295,0.9967511296272278
1747926906.0476408,297,0.9834259748458862
1747926928.473424,298,0.9293115735054016
1747927110.5479565,306,0.9976708889007568
1747927157.8929381,308,0.9947340488433838
1747927247.3713264,312,0.9964047074317932
1747927339.9202335,316,0.9847583174705505
1747927384.515048,318,0.8955374956130981
1747927406.8674743,319,0.9978747963905334
1747927476.8156254,322,0.9954161047935486
1747927817.6607478,337,0.9967784285545349
1747927840.5548136,338,0.9961771368980408
1747927958.0511644,343,0.9881010055541992
1747928002.3552728,345,0.9396237134933472
1747928024.8935053,346,0.7384205460548401
1747928168.2005513,352,0.9959318041801453
1747928212.3554041,354,0.9935798645019531
1747928306.0944834,358,0.994633138179779
1747928398.5804405,362,0.9549544453620911
1747928420.7913558,363,0.7836533784866333
1747928443.3554933,364,0.9717028141021729
1747928468.2329905,365,0.9972881078720093
1747928493.581565,366,0.9921754002571106
1747928515.6091094,367,0.9981768131256104
1747928768.1849113,378,0.9980663061141968
1747928948.5475676,386,0.9972485899925232
1747929040.1407423,390,0.9890499711036682
1747929085.404352,392,0.9991668462753296
1747929132.8928907,394,0.993350625038147
1747929199.7517707,397,0.9977836012840271
1747929312.1344867,402,0.9816912412643433
1747929356.8564982,404,0.9599782228469849
1747929471.8858297,409,0.9980107545852661
1747929560.0556495,413,0.9952915906906128
1747929582.4116366,414,0.9977895617485046
1747929605.279405,415,0.9928267002105713
1747929672.2389426,418,0.9240182042121887
1747929742.3402503,421,0.5953294634819031
1747929764.4131088,422,0.9965209364891052
1747929831.512428,425,0.9989941716194153
1747929854.3402445,426,0.9165232181549072
1747929949.6322658,430,0.9790173768997192
1747930060.3447118,435,0.9418299794197083
1747930085.6359317,436,0.9138863682746887
1747930110.6972747,437,0.982702374458313
1747930157.6086893,439,0.9768697023391724
1747930201.5000813,441,0.9967889189720154
1747930248.3498833,443,0.8630799651145935
1747930273.3849516,444,0.9077927470207214
1747930317.7377486,446,0.9322346448898315
1747930408.5377038,450,0.958033561706543
1747930454.1651776,452,0.8762151598930359
1747930543.4901416,456,0.968004047870636
1747930636.548365,460,0.8867595195770264
1747930658.8920777,461,0.8924626111984253
1747930749.558282,465,0.9614505171775818
1747930771.7323472,466,0.923328161239624
1747930816.4036958,468,0.9279472827911377
1747930860.9244862,470,0.9817541241645813
1747930949.3706012,474,0.9937859177589417
1747930971.7762337,475,0.9973191022872925
1747931083.0972376,480,0.9695138335227966
1747931105.6949382,481,0.9601696729660034
1747931178.791396,484,0.9975441694259644
1747931245.5583868,487,0.9937217235565186
1747931267.8045647,488,0.9892643094062805
