Wall time,Step,Value
1748730754.5544105,0,0.019699327647686005
1748730902.5537155,1,0.05405548959970474
1748731062.9421003,2,0.05333683639764786
1748731240.998093,3,0.0553315170109272
1748731390.8512466,4,0.09908409416675568
1748731580.7910695,5,0.09503231942653656
1748731751.0793142,6,0.10490910708904266
1748731863.726166,7,0.14363232254981995
1748731976.7617507,8,0.11521174758672714
1748732108.2341897,9,0.11425455659627914
1748732238.9628203,10,0.09145718812942505
1748732368.3417587,11,0.15146057307720184
1748732490.8261626,12,0.13766232132911682
1748732623.4321334,13,0.14629781246185303
1748732746.9478147,14,0.1601317822933197
1748732866.5252109,15,0.13816025853157043
1748732981.8509135,16,0.12077087163925171
1748733138.5554173,17,0.17561379075050354
1748733242.7590477,18,0.15873166918754578
1748733360.229116,19,0.15004770457744598
1748733493.0914977,20,0.16633233428001404
1748733649.6031904,21,0.14283140003681183
1748733840.974137,22,0.15415270626544952
1748734008.6913025,23,0.16697151958942413
1748734130.3325353,24,0.1741897314786911
1748734292.56694,25,0.16259106993675232
1748734486.6679673,26,0.17408761382102966
1748734689.646128,27,0.1440228819847107
1748734840.009458,28,0.17371705174446106
1748734985.2114315,29,0.18555070459842682
1748735204.5466287,30,0.23184959590435028
1748735400.0723126,31,0.17126300930976868
1748735595.1972384,32,0.20544715225696564
1748735719.8141227,33,0.17271237075328827
1748735874.0197613,34,0.13460901379585266
1748736064.2515814,35,0.15487654507160187
1748736224.8756108,36,0.1570708155632019
1748736415.3284209,37,0.15723015367984772
1748736611.6542425,38,0.1617339551448822
1748736807.5503206,39,0.15289349853992462
1748736939.181792,40,0.18467161059379578
1748737063.1100156,41,0.19529728591442108
1748737183.9986787,42,0.21359291672706604
1748737313.9901214,43,0.21102496981620789
1748737455.2013948,44,0.2150927484035492
1748737575.5973423,45,0.20763707160949707
1748737702.2947154,46,0.2339206486940384
1748737832.4124541,47,0.2051592320203781
1748738032.8107216,48,0.21336908638477325
1748738166.9870853,49,0.23811395466327667
1748738295.332542,50,0.2091570794582367
1748738414.5886111,51,0.20771518349647522
1748738549.9785552,52,0.1749362200498581
1748738748.784419,53,0.22735437750816345
1748738956.1191852,54,0.23098692297935486
1748739101.7203069,55,0.20550528168678284
1748739267.257079,56,0.22256731986999512
1748739451.8469577,57,0.20516180992126465
1748739630.5193403,58,0.18510612845420837
1748739750.3531358,59,0.21533381938934326
1748739870.867316,60,0.20858538150787354
1748739987.966867,61,0.20551058650016785
1748740107.5466602,62,0.23237678408622742
1748740220.8611817,63,0.2180165946483612
1748740347.2031898,64,0.234137624502182
1748740461.1204135,65,0.2510175108909607
1748740574.6619732,66,0.1963745355606079
1748740717.7284489,67,0.20381462574005127
1748740918.6954877,68,0.21144375205039978
1748741092.225885,69,0.20863468945026398
1748741276.5188928,70,0.2508903443813324
1748741479.7110927,71,0.23112726211547852
1748741645.967557,72,0.25152701139450073
1748741779.6695974,73,0.21454031765460968
1748741984.0636199,74,0.20847709476947784
1748742176.3592865,75,0.2442399561405182
1748742294.9527059,76,0.23411592841148376
1748742449.472648,77,0.25988253951072693
1748742668.2643313,78,0.23739080131053925
1748742830.3454123,79,0.22196455299854279
1748742962.4394243,80,0.25644582509994507
1748743082.3139784,81,0.23483188450336456
1748743221.8103263,82,0.2192404568195343
1748743346.2766132,83,0.2581467926502228
1748743501.163932,84,0.2660197615623474
1748743615.582055,85,0.2255643606185913
1748743744.0613744,86,0.2480435073375702
1748743867.3776543,87,0.2314106523990631
1748743985.9145296,88,0.22655995190143585
1748744111.3896883,89,0.2636477053165436
1748744260.5246491,90,0.2658785283565521
1748744450.3948615,91,0.27106982469558716
1748744646.8923876,92,0.2829454839229584
1748744832.6001558,93,0.2757992148399353
1748745007.5705655,94,0.254278302192688
1748745137.9870248,95,0.22608864307403564
1748745337.4868586,96,0.23923926055431366
1748745456.1915433,97,0.27504318952560425
1748745586.8284392,98,0.2954506278038025
1748745715.7345285,99,0.2726922631263733
1748745881.0179229,100,0.24314899742603302
1748746065.089875,101,0.28473228216171265
1748746284.1616063,102,0.2544751763343811
1748746445.2839546,103,0.25348448753356934
1748746562.1940763,104,0.23089537024497986
1748746746.3824215,105,0.2380543202161789
1748746903.9511657,106,0.24690485000610352
1748747107.91923,107,0.2649092674255371
1748747219.7000477,108,0.27433347702026367
1748747358.845623,109,0.27721795439720154
1748747482.8707306,110,0.30786213278770447
1748747603.6798415,111,0.2831942141056061
1748747722.5841384,112,0.2631866931915283
1748747833.8014753,113,0.26941004395484924
1748748046.580633,114,0.2895248532295227
1748748164.295213,115,0.24730320274829865
1748748291.447605,116,0.2866259217262268
1748748414.9259083,117,0.25381332635879517
1748748523.3794522,118,0.2690906524658203
1748748634.7842567,119,0.3071581721305847
1748748746.5632505,120,0.2855989933013916
1748748868.4883606,121,0.2758154571056366
1748749005.0709076,122,0.3007356524467468
1748749213.9378686,123,0.28464049100875854
1748749417.641627,124,0.28392982482910156
1748749624.2652247,125,0.2631479799747467
1748749747.3127947,126,0.27972212433815
1748749862.313837,127,0.31048038601875305
1748750017.662484,128,0.26049578189849854
1748750195.9204648,129,0.30519506335258484
1748750328.2227147,130,0.25129130482673645
1748750447.4149191,131,0.2921730875968933
1748750577.857896,132,0.32715368270874023
1748750774.7097173,133,0.2961365282535553
1748750888.5683727,134,0.30271413922309875
1748751011.6869018,135,0.2928256392478943
1748751134.64044,136,0.3162258267402649
1748751250.9364119,137,0.32858020067214966
1748751363.7990794,138,0.2705850303173065
1748751477.9082146,139,0.2941979765892029
1748751603.6817033,140,0.3140007555484772
1748751732.3249385,141,0.3197060227394104
1748751863.5314353,142,0.31496086716651917
1748751983.7583797,143,0.31997013092041016
1748752095.976588,144,0.324026495218277
1748752198.572017,145,0.32939356565475464
1748752324.3571854,146,0.3388437330722809
1748752436.3985121,147,0.34103164076805115
1748752594.508044,148,0.3184652030467987
1748752769.5420084,149,0.272402822971344
1748752915.129745,150,0.2878146767616272
1748753026.5730813,151,0.2748403549194336
1748753181.7924757,152,0.31340497732162476
1748753298.9932184,153,0.33842483162879944
1748753424.9779825,154,0.35572338104248047
1748753591.2237024,155,0.3195327818393707
1748753808.4673562,156,0.32809537649154663
1748753920.1822443,157,0.3066041171550751
1748754042.338769,158,0.33613717555999756
1748754154.6817434,159,0.3475206196308136
1748754328.562682,160,0.32336580753326416
1748754519.5125027,161,0.31052008271217346
1748754715.9166107,162,0.30361154675483704
1748754856.3313189,163,0.25135552883148193
1748754982.26966,164,0.3385075330734253
1748755101.0484645,165,0.32844844460487366
1748755220.8889,166,0.3118443191051483
1748755346.5877235,167,0.3378528356552124
1748755467.5291111,168,0.30774569511413574
1748755583.4118073,169,0.3310180604457855
1748755694.5262043,170,0.33127254247665405
1748755798.7061357,171,0.36643117666244507
1748755919.9385612,172,0.34446942806243896
1748756039.1872594,173,0.3456937372684479
1748756150.7378447,174,0.3380484879016876
1748756270.291578,175,0.3180229067802429
1748756400.9804413,176,0.3186132609844208
1748756523.1963024,177,0.32589179277420044
1748756700.2176452,178,0.3089863657951355
1748756906.7516735,179,0.3682180345058441
1748757116.0079381,180,0.3262560963630676
1748757251.7744715,181,0.3299616277217865
1748757442.059807,182,0.34493228793144226
1748757573.8431816,183,0.3364131450653076
1748757685.2423103,184,0.34349435567855835
1748757794.916918,185,0.31220290064811707
1748757916.7615957,186,0.3194212317466736
1748758034.4914186,187,0.3836868405342102
1748758180.2560556,188,0.3373230993747711
1748758375.1254623,189,0.337470144033432
1748758496.6566215,190,0.36206692457199097
1748758613.118566,191,0.3081342279911041
1748758749.5934656,192,0.2994271516799927
1748758885.0414996,193,0.3909466862678528
1748759012.6887,194,0.3865506649017334
1748759220.6849055,195,0.3592411279678345
1748759424.708216,196,0.33036288619041443
1748759551.623967,197,0.33811694383621216
1748759671.645945,198,0.3730084002017975
1748759899.7482505,199,0.36419185996055603
1748760087.8879561,200,0.35592904686927795
1748760225.696294,201,0.34122395515441895
1748760342.6956975,202,0.3244028091430664
1748760470.6833193,203,0.3676380217075348
1748760673.0194395,204,0.3671954274177551
1748760867.6181488,205,0.3651016354560852
1748761066.394094,206,0.3650881052017212
1748761255.2653418,207,0.3469647467136383
1748761457.0216079,208,0.3492960035800934
1748761582.6965039,209,0.3429705500602722
1748761697.6974971,210,0.34899526834487915
1748761818.1563027,211,0.38507065176963806
1748761994.1662138,212,0.40598541498184204
1748762132.0532212,213,0.3498869240283966
1748762259.958503,214,0.35198065638542175
1748762379.0779598,215,0.31891727447509766
1748762504.456493,216,0.3654821515083313
1748762624.4893584,217,0.3808387219905853
1748762746.7494113,218,0.31361815333366394
1748762859.5993943,219,0.3339231610298157
1748762975.8197827,220,0.3917262852191925
